No,Code,Latitude,Longitude,Elivation Mt.,Location,OpenDate,Notes - İstasyon Kurulumunu Yapanlar,Sensor and Digitizer,Netwok Code,SensorType,Registry,Status,CloseDate,fType
153,CYAG,40.4924,27.9761,1,Cayagzı-Erdek-BALIKESIR,20240402,"IRAP -ivme-selevel-meteo,Burak, Mehmet G, Hasan D, SENTEZ",6716/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
154,DALT,36.7692,28.6372,100,,20040817,,T3V30/A636,KO,[B] 3T/CMG-DM24,YES,CLOSED,20090410,HZ
155,DALY,36.8162,28.6532,100,DALYAN-MUGLA,20090410,Dogan Kalafat-Zafer Ogutcu,T3V40/A595,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
156,DARE,38.5712,37.4832,1080,DARENDE-MALATYA,20070802,MEHMET KARA,T3M84/DF21,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
157,DAT,36.7308,27.5767,1100,DATCA-MUGLA,20051008,Yavuz GÜNES-Murat Suvarikli,T35983/A1673,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
158,DATC,36.7584,27.6602,94,Datca,20110101,Turkcell-Ivme Olcer,T5V19/C1515,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
159,DCCK,40.7984,31.1714,168,Calicuma koyu-Duzce Merkez,20221126, Ahmet Korkmaz,T6U35/C4158,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
160,DEGR,40.4518,27.1547,1,Degirmencik-Biga-CANAKKALE,20240417,"IRAP -ivme-selevel-meteo,Mehmet G, Burak A, Hasan D, SENTEZ",6708/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
161,DEMR,36.2365,29.9056,168,Demre-ANTALYA,20110810,Turkcell Ivme,T5U94/C1465,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
162,DENT,37.7539,29.0331,621,DENIZLI,20111005,----,T5V15/C1511,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20140101,HZ
163,DGNL,40.5209,27.7484,1,Doganlar-Erdek-BALIKESIR,20240402,"IRAP -ivme-selevel-meteo,Burak, Mehmet G, Hasan D, SENTEZ",6712/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
164,DIDI,37.3767,27.2398,75,Didim,20110101,Turkcell-Ivme Olcer,T5V04/C1470,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
165,DIKM,41.6497,35.2578,261,DIKMEN-SAMSUN,20060627,ZAFER ÖGÜTÇÜ,T3V34/A611,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
166,DISK,40.844,31.0422,130,ihsaniye koyu-Duzce,20221125, Ahmet Korkmaz,T6U48/C4164,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
167,DKAK,40.7978,31.0882,123,Kusacmasi koyu-Duzce,20221125, Ahmet Korkmaz,T6U47/C4167,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
168,DKL,39.0713,26.9053,35,Dikili Izmir,20100722,Sentez Tarafindan kuruldu,T35847/A1679,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
169,DOGC,41.3949,26.9852,81,Doganca Koyu_Pehlivankoy_Kirklareli,20220701,Dogan Kalafat - Murat Suvarikli - Ozkan Cok,T5V03/C1489,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
170,DORT,36.826,36.1968,27,Dortyol-Hatay,20110101,Turkcell-Ivme Olcer,T5V01/C1493,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20131225,HZ
171,DST,39.6041,28.6267,693,Dursunbey,20111005,----,T5V00/C1491,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
172,DYBB,37.9532,40.1393,657,DIYARBAKIR,20091210,ZAFER ÖGÜTÇÜ-Murat Suvarikli,T3V82/A645,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
173,DYZL,40.7803,30.9783,149,yazlik koy-Duzce,20221125, Ahmet Korkmaz,T6U36/C4159,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
174,EDAM,39.8955,41.2588,1923,ERZURUM,20160101,ERZURUM,NA,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
175,EDC,40.3465,27.8618,257,Edincik,20081207,----,[T3V30/A636]-[T5GK8/A6480],KO,[BA] [3T]-[5TD]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
176,EDRB,41.8469,26.7437,209,EDIRNE,20020327,T3727/D258,T3X68/A606,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
177,EJDE,39.8337,41.3035,3150,ERZURUM,19000101,ERZURUM,T6I76/C2658,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
178,ELL,36.7483,29.9085,1230,Elmali,20060920,----,T3W28/A593,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
179,EMRE,40.0302,40.9762,2071,ERZURUM,19000101,ERZURUM,T6K19/C2854,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
